Gene,log2FoldChange,padj,chr,start,end
Atp6v1g3,1.5039760616952,1.29052906403836e-05,chr1,138273738,138289462
Agap1,1.5039760616952,1.29052906403836e-05,chr1,89454811,89895282
Khdc1a,1.5039760616952,1.29052906403836e-05,chr1,21349677,21352199
Xkr9,1.5039760616952,1.29052906403836e-05,chr1,13668771,13701723
Tmem237,1.5039760616952,1.29052906403836e-05,chr1,59100593,59120096
Gm973,1.5039760616952,1.29052906403836e-05,chr1,59516264,59634509
Mreg,1.5039760616952,1.29052906403836e-05,chr1,72159233,72212307
Marchf4,1.5039760616952,1.29052906403836e-05,chr1,72427112,72536564
A630095N17Rik,1.5039760616952,1.29052906403836e-05,chr1,75220095,75232093
Hjurp,1.5039760616952,1.29052906403836e-05,chr1,88258856,88277579
Crocc2,1.5039760616952,1.29052906403836e-05,chr1,93168725,93231072
Serpinb3c,1.5039760616952,1.29052906403836e-05,chr1,107271201,107278371
A530032D15Rik,1.5039760616952,1.29052906403836e-05,chr1,85088139,85109853
Atp2b4,1.5039760616952,1.29052906403836e-05,chr1,133702674,133753747
Kif14,1.5039760616952,1.29052906403836e-05,chr1,136467958,136531511
Rc3h1,1.5039760616952,1.29052906403836e-05,chr1,160906411,160974976
BC055324,1.5039760616952,1.29052906403836e-05,chr1,163954006,163994781
Ifi211,1.5039760616952,1.29052906403836e-05,chr1,173896355,173912922
Stum,1.5039760616952,1.29052906403836e-05,chr1,180432373,180483504
Iars2,1.5039760616952,1.29052906403836e-05,chr1,185286662,185329401
Nsl1,1.5039760616952,1.29052906403836e-05,chr1,191063021,191084558
Batf3,1.5039760616952,1.29052906403836e-05,chr1,191098414,191108943
Gal3st2,1.5039760616952,1.29052906403836e-05,chr1,93861344,93876494
Fam178b,1.5039760616952,1.29052906403836e-05,chr1,36562696,36683183
Lonrf2,1.5039760616952,1.29052906403836e-05,chr1,38794509,38821215
Tmem182,1.5039760616952,1.29052906403836e-05,chr1,40805601,40855267
Prdm14,1.5039760616952,1.29052906403836e-05,chr1,13113428,13127163
Serpinb3b,1.5039760616952,1.29052906403836e-05,chr1,107153961,107161114
Gpr25,1.5039760616952,1.29052906403836e-05,chr1,136258914,136260873
Aim2,1.5039760616952,1.29052906403836e-05,chr1,173420604,173466040
Mir128-1,1.5039760616952,1.29052906403836e-05,chr1,128202361,128202430
Mir149,1.5039760616952,1.29052906403836e-05,chr1,92850378,92850443
Mir194-1,1.5039760616952,1.29052906403836e-05,chr1,185313319,185313385
Mir205,1.5039760616952,1.29052906403836e-05,chr1,193507463,193507530
Mir206,1.5039760616952,1.29052906403836e-05,chr1,20679010,20679082
Mir214,1.5039760616952,1.29052906403836e-05,chr1,162223368,162223477
Mir215,1.5039760616952,1.29052906403836e-05,chr1,185313581,185313692
Mir26b,1.5039760616952,1.29052906403836e-05,chr1,74394310,74394394
Mir29c,1.5039760616952,1.29052906403836e-05,chr1,195037547,195037634
Mir30a,1.5039760616952,1.29052906403836e-05,chr1,23272269,23272339
Serpinb3d,1.5039760616952,1.29052906403836e-05,chr1,107078193,107083480
Ugt1a10,1.5039760616952,1.29052906403836e-05,chr1,88055411,88220002
Ugt1a7c,1.5039760616952,1.29052906403836e-05,chr1,88095001,88220002
Ugt1a5,1.5039760616952,1.29052906403836e-05,chr1,88166012,88220002
Ugt1a9,1.5039760616952,1.29052906403836e-05,chr1,88070779,88220002
Ugt1a6b,1.5039760616952,1.29052906403836e-05,chr1,88103257,88218998
Ugt1a1,1.5039760616952,1.29052906403836e-05,chr1,88211959,88220002
Ccdc121,1.5039760616952,1.29052906403836e-05,chr1,181509633,181511451
Mettl21e,1.5039760616952,1.29052906403836e-05,chr1,44204070,44218931
Olfr231,1.5039760616952,1.29052906403836e-05,chr1,174117091,174118014
Ano7,1.5039760616952,1.29052906403836e-05,chr1,93373896,93403502
BC055402,1.5039760616952,1.29052906403836e-05,chr1,57200645,57214996
Gm5415,1.5039760616952,1.29052906403836e-05,chr1,32543546,32547293
Gm9839,1.5039760616952,1.29052906403836e-05,chr1,32519563,32520999
Gm5523,1.5039760616952,1.29052906403836e-05,chr1,13785685,13786929
Khdc1c,1.5039760616952,1.29052906403836e-05,chr1,21368331,21369743
Gm15455,1.5039760616952,1.29052906403836e-05,chr1,33835899,33838914
Nms,1.5039760616952,1.29052906403836e-05,chr1,38939149,38950276
Mettl21c,1.5039760616952,1.29052906403836e-05,chr1,44009408,44020006
Gm13749,1.5039760616952,1.29052906403836e-05,chr1,63964727,63968999
Gm5528,1.5039760616952,1.29052906403836e-05,chr1,72004288,72004770
Sgpp2,1.5039760616952,1.29052906403836e-05,chr1,78310346,78420286
Teddm1b,1.5039760616952,1.29052906403836e-05,chr1,153874345,153876871
Gm5532,1.5039760616952,1.29052906403836e-05,chr1,155520173,155527111
Gm20743,1.5039760616952,1.29052906403836e-05,chr1,164863121,164871438
Creg1,1.5039760616952,1.29052906403836e-05,chr1,165763780,165775304
Ccdc185,1.5039760616952,1.29052906403836e-05,chr1,182747126,182749180
Sp140,1.5039760616952,1.29052906403836e-05,chr1,85600703,85645037
Rufy4,1.5039760616952,1.29052906403836e-05,chr1,74125541,74148230
Fcrlb,1.5039760616952,1.29052906403836e-05,chr1,170907273,170912941
9330175M20Rik,1.5039760616952,1.29052906403836e-05,chr1,51218386,51333779
C230029F24Rik,1.5039760616952,1.29052906403836e-05,chr1,49244616,49340431
Dnm3os,1.5039760616952,1.29052906403836e-05,chr1,162217623,162225550
Xkr4,1.5039760616952,1.29052906403836e-05,chr1,3214482,3671498
Gm5833,1.5039760616952,1.29052906403836e-05,chr1,138640095,138682075
Cfhr2,1.5039760616952,1.29052906403836e-05,chr1,139810292,139858699
Hmcn1,1.5039760616952,1.29052906403836e-05,chr1,150562500,150993435
Sh2d1b2,1.5039760616952,1.29052906403836e-05,chr1,170232871,170251587
Ifi214,1.5039760616952,1.29052906403836e-05,chr1,173521311,173535957
Cep170,1.5039760616952,1.29052906403836e-05,chr1,176733653,176807124
Catspere2,1.5039760616952,1.29052906403836e-05,chr1,177991435,178048291
Olfr220,1.5039760616952,1.29052906403836e-05,chr1,174448625,174449602
Fam71a,1.5039760616952,1.29052906403836e-05,chr1,191162584,191164817
Rfx8,1.5039760616952,1.29052906403836e-05,chr1,39665301,39720989
9130409I23Rik,1.5039760616952,1.29052906403836e-05,chr1,181051237,181060667
Gal3st2c,1.5039760616952,1.29052906403836e-05,chr1,93990509,94011539
C130026I21Rik,1.5039760616952,1.29052906403836e-05,chr1,85246344,85270566
Gm17751,1.5039760616952,1.29052906403836e-05,chr1,76489133,76502028
Gpr52,1.5039760616952,1.29052906403836e-05,chr1,160576668,160577753
Alkal1,1.5039760616952,1.29052906403836e-05,chr1,6359331,6394731
A530040E14Rik,1.5039760616952,1.29052906403836e-05,chr1,85106625,85114028
Gm6345,1.5039760616952,1.29052906403836e-05,chr1,170254049,170255739
Ifi213,1.5039760616952,1.29052906403836e-05,chr1,173591957,173599274
Prlh,1.5039760616952,1.29052906403836e-05,chr1,90953108,90954012
Lipt1,1.5039760616952,1.29052906403836e-05,chr1,37872206,37876298
Gm6462,1.5039760616952,1.29052906403836e-05,chr1,28938035,28938340
Rgs21,1.5039760616952,1.29052906403836e-05,chr1,144519690,144545320
Vmn1r1,1.5039760616952,1.29052906403836e-05,chr1,182157178,182158098
Gm20753,1.5039760616952,1.29052906403836e-05,chr1,106152625,106171524
Dnah7a,1.5039760616952,1.29052906403836e-05,chr1,53397002,53706784
Catspere1,1.5039760616952,1.29052906403836e-05,chr1,177808475,177962233
Gm7133,1.5039760616952,1.29052906403836e-05,chr1,97162860,97302274
Gm7135,1.5039760616952,1.29052906403836e-05,chr1,97346429,97573014
Gm7160,1.5039760616952,1.29052906403836e-05,chr1,105979350,105990276
Cntnap5a,1.5039760616952,1.29052906403836e-05,chr1,115685137,116580674
Tomm40l,1.5039760616952,1.29052906403836e-05,chr1,171217803,171222514
Defb44-ps,1.5039760616952,1.29052906403836e-05,chr1,18210053,18223564
Defb18,1.5039760616952,1.29052906403836e-05,chr1,18236473,18237443
Gm7609,1.5039760616952,1.29052906403836e-05,chr1,85199611,85213772
Gm7694,1.5039760616952,1.29052906403836e-05,chr1,170298193,170306332
Gm38394,1.5039760616952,1.29052906403836e-05,chr1,133655879,133660885
Gm8618,1.5039760616952,1.29052906403836e-05,chr1,134109368,134109799
Gm8883,1.5039760616952,1.29052906403836e-05,chr1,71888112,71891204
Fcrl6,1.5039760616952,1.29052906403836e-05,chr1,172596640,172602551
Mir133b,1.5039760616952,1.29052906403836e-05,chr1,20682769,20682887
Mir135b,1.5039760616952,1.29052906403836e-05,chr1,132198088,132198184
Mir199a-2,1.5039760616952,1.29052906403836e-05,chr1,162217814,162217923
Mir181b-1,1.5039760616952,1.29052906403836e-05,chr1,137966639,137966718
Mir375,1.5039760616952,1.29052906403836e-05,chr1,74900658,74900721
Mir350,1.5039760616952,1.29052906403836e-05,chr1,176772325,176772423
Mir29b-2,1.5039760616952,1.29052906403836e-05,chr1,195037040,195037120
Mir30c-2,1.5039760616952,1.29052906403836e-05,chr1,23291701,23291784
Mir181a-1,1.5039760616952,1.29052906403836e-05,chr1,137966455,137966541
Mir488,1.5039760616952,1.29052906403836e-05,chr1,158505625,158505733
Ifi208,1.5039760616952,1.29052906403836e-05,chr1,173673680,173698392
9430060I03Rik,1.5039760616952,1.29052906403836e-05,chr1,92933526,92950590
Gm10538,1.5039760616952,1.29052906403836e-05,chr1,132729353,132732826
Myocos,1.5039760616952,1.29052906403836e-05,chr1,162647243,162658219
Gm10516,1.5039760616952,1.29052906403836e-05,chr1,192136898,192151025
Gm2061,1.5039760616952,1.29052906403836e-05,chr1,185447116,185455568
Tcf24,1.5039760616952,1.29052906403836e-05,chr1,9963408,9967485
Ildr2,1.5039760616952,1.29052906403836e-05,chr1,166254139,166316832
Mndal,1.5039760616952,1.29052906403836e-05,chr1,173857220,173880187
Kcnj13,1.5039760616952,1.29052906403836e-05,chr1,87386284,87394729
Mroh2a,1.5039760616952,1.29052906403836e-05,chr1,88227020,88262289
Gal3st2b,1.5039760616952,1.29052906403836e-05,chr1,93918437,93941239
Gm3646,1.5039760616952,1.29052906403836e-05,chr1,39804141,39805332
Apol7d,1.5039760616952,1.29052906403836e-05,chr1,71653335,71662843
Rbm3,1.5039760616952,1.29052906403836e-05,chr1,150265535,150266066
Gm17767,1.5039760616952,1.29052906403836e-05,chr1,51507084,51512329
Gm16894,1.5039760616952,1.29052906403836e-05,chr1,40076212,40085851
Dnah7c,1.5039760616952,1.29052906403836e-05,chr1,46421053,46807470
A230020J21Rik,1.5039760616952,1.29052906403836e-05,chr1,191025351,191029781
Scarna6,1.5039760616952,1.29052906403836e-05,chr1,87784571,87784818
Mir1928,1.5039760616952,1.29052906403836e-05,chr1,74206554,74206620
Mir1927,1.5039760616952,1.29052906403836e-05,chr1,160295864,160295972
Mir1981,1.5039760616952,1.29052906403836e-05,chr1,184822407,184822488
Ino80dos,1.5039760616952,1.29052906403836e-05,chr1,63114471,63158295
Tex50,1.5039760616952,1.29052906403836e-05,chr1,161156843,161159314
2900009J06Rik,1.5039760616952,1.29052906403836e-05,chr1,127753617,127774054
Gm19582,1.5039760616952,1.29052906403836e-05,chr1,87853241,87854299
Gm19589,1.5039760616952,1.29052906403836e-05,chr1,88551517,88562166
Gm15179,1.5039760616952,1.29052906403836e-05,chr1,75368210,75375015
Gm19705,1.5039760616952,1.29052906403836e-05,chr1,136683396,136690805
Gm16548,1.5039760616952,1.29052906403836e-05,chr1,164148576,164152217
Gm16701,1.5039760616952,1.29052906403836e-05,chr1,166974023,166999730
Mptx2,1.5039760616952,1.29052906403836e-05,chr1,173274461,173277756
Gm20172,1.5039760616952,1.29052906403836e-05,chr1,25276404,25277954
Gm20257,1.5039760616952,1.29052906403836e-05,chr1,58652641,58655831
Gm20268,1.5039760616952,1.29052906403836e-05,chr1,101155768,101175202
Gm17634,1.5039760616952,1.29052906403836e-05,chr1,105356007,105361629
Mir5103,1.5039760616952,1.29052906403836e-05,chr1,34433121,34433199
Mir3473c,1.5039760616952,1.29052906403836e-05,chr1,191998554,191998634
Mir5126,1.5039760616952,1.29052906403836e-05,chr1,84695839,84695915
Mir3962,1.5039760616952,1.29052906403836e-05,chr1,194822001,194822064
